Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Urban population,SP.URB.TOTL,Afghanistan,AFG,2628555,4587799,7212518,7528589,7865068,8204880,8535606,8852834,9164768,9476982,9797274,10131490
Urban population,SP.URB.TOTL,Albania,ALB,1197222,1289391,1546929,1575788,1603505,1630119,1654503,1680247,1706345,1728969,1747593,1762579
Urban population,SP.URB.TOTL,Algeria,DZA,13416508,18600199,25016299,25763114,26536380,27332603,28146508,28977623,29821728,30670076,31510100,32332690
Urban population,SP.URB.TOTL,American Samoa,ASM,38330,51217,48787,48666,48668,48699,48684,48603,48481,48336,48203,48106
Urban population,SP.URB.TOTL,Andorra,AND,51626,60417,74306,73056,71511,70057,68903,68211,67873,67815,67876,67928
Urban population,SP.URB.TOTL,Angola,AGO,4400964,8212003,14660281,15383123,16130308,16900844,17691524,18502164,19332895,20184724,21061028,21962884
Urban population,SP.URB.TOTL,Antigua and Barbuda,ATG,22153,24419,22940,23077,23198,23302,23393,23484,23582,23684,23799,23927
Urban population,SP.URB.TOTL,Argentina,ARG,28373005,32867365,37543830,38027774,38509756,38990109,39467043,39940546,40410674,40877099,41339571,41796990
Urban population,SP.URB.TOTL,Armenia,ARM,2385466,1984986,1821998,1823993,1830236,1838076,1845589,1852180,1858250,1863995,1869846,1876112
Urban population,SP.URB.TOTL,Aruba,ABW,31274,42450,43820,44059,44351,44666,44978,45293,45614,45949,46294,46654
Urban population,SP.URB.TOTL,Australia,AUS,14579227,16133530,19056040,19414834,19775013,20095657,20410546,20755798,21133982,21488110,21845994,22152761
Urban population,SP.URB.TOTL,Austria,AUT,4833974,4824004,4792887,4817487,4861991,4916377,4988134,5058968,5110858,5153759,5196085,5238680
Urban population,SP.URB.TOTL,Azerbaijan,AZE,3856598,4135854,4920166,5008847,5098727,5189181,5279540,5368846,5453517,5534464,5616706,5692217
Urban population,SP.URB.TOTL,"Bahamas, The",BHS,204567,244418,296570,300071,303261,306388,309636,313041,316565,320173,323788,327359
Urban population,SP.URB.TOTL,Bahrain,BHR,437110,587329,1133658,1153855,1168206,1187969,1220935,1270239,1332508,1401306,1467102,1523019
Urban population,SP.URB.TOTL,Bangladesh,BGD,20439396,30114490,46610536,48311264,50047694,51817405,53608407,55423124,57259998,59115518,60987421,62873466
Urban population,SP.URB.TOTL,Barbados,BRB,97511,91844,89707,89515,89351,89230,89162,89149,89186,89280,89430,89634
Urban population,SP.URB.TOTL,Belarus,BLR,6723034,6983033,7114020,7150971,7195632,7246350,7302153,7354014,7390686,7418413,7445754,7455467
Urban population,SP.URB.TOTL,Belgium,BEL,9606261,9956937,10784163,10856360,10912673,10966157,11034732,11095615,11143219,11198627,11263911,11334006
Urban population,SP.URB.TOTL,Belize,BLZ,89023,112274,149359,152932,156543,160198,163882,167603,171357,175155,179038,183005
Urban population,SP.URB.TOTL,Benin,BEN,1716832,2631923,4125678,4293033,4466251,4646154,4832686,5026050,5226414,5433800,5648149,5869446
Urban population,SP.URB.TOTL,Bermuda,BMU,59326,61833,64564,64798,65001,65138,65237,64554,63873,63919,63913,63903
Urban population,SP.URB.TOTL,Bhutan,BTN,86988,150224,246710,255172,263845,272651,281531,290468,299470,308510,317539,326515
Urban population,SP.URB.TOTL,Bolivia,BOL,3815272,5201396,6829809,6985733,7137082,7285464,7434136,7583054,7732023,7881917,8033037,8185478
Urban population,SP.URB.TOTL,Bosnia and Herzegovina,BIH,1751849,1589898,1679673,1665461,1647981,1631018,1617733,1609084,1604580,1603630,1605143,1608256
Urban population,SP.URB.TOTL,Botswana,BWA,539575,874565,1287139,1320976,1352456,1386175,1424167,1467302,1514887,1565359,1616554,1666761
Urban population,SP.URB.TOTL,Brazil,BRA,110146164,141915772,167158531,169240747,171300683,173346780,175375428,177386817,179379296,181335496,183241634,185081854
Urban population,SP.URB.TOTL,British Virgin Islands,VGB,6613,8486,12790,13038,13229,13396,13578,13784,13996,14219,14451,14669
Urban population,SP.URB.TOTL,Brunei Darussalam,BRN,171884,237094,296486,301865,307343,312792,318086,323197,328175,332997,337720,342330
Urban population,SP.URB.TOTL,Bulgaria,BGR,5786939,5629167,5337678,5331472,5326274,5320503,5310996,5298039,5283539,5269340,5256027,5248079
Urban population,SP.URB.TOTL,Burkina Faso,BFA,1217244,2071323,4051999,4269915,4497998,4736621,4985853,5245964,5516712,5798635,6092351,6397866
Urban population,SP.URB.TOTL,Burundi,BDI,341077,526002,977810,1034996,1095417,1159265,1227129,1299254,1375680,1456375,1541177,1629988
Urban population,SP.URB.TOTL,Cabo Verde,CPV,149105,228797,310898,317397,324018,330712,337408,344094,350777,357427,364030,370577
Urban population,SP.URB.TOTL,Cambodia,KHM,1395346,2259173,3004694,3109364,3217889,3329690,3443896,3560344,3678963,3800502,3924621,4051341
Urban population,SP.URB.TOTL,Cameroon,CMR,4671629,7065360,10905610,11337561,11783317,12242757,12715788,13202430,13702217,14215415,14741260,15279799
Urban population,SP.URB.TOTL,Canada,CAN,21206427,24388404,27847821,28166078,28479640,28781576,29011826,29357013,29729597,30175132,30631841,30997832
Urban population,SP.URB.TOTL,Cayman Islands,CYM,25307,42305,57877,58963,59933,60848,61721,62564,63382,64172,64948,65720
Urban population,SP.URB.TOTL,Central African Republic,CAF,1033582,1370218,1729234,1747414,1764188,1783838,1809714,1843116,1883450,1930199,1982061,2038064
Urban population,SP.URB.TOTL,Chad,TCD,1241012,1807913,2726092,2830799,2941282,3056812,3177085,3302147,3432531,3569009,3712275,3863362
Urban population,SP.URB.TOTL,Channel Islands,CHI,44161,45222,50053,50331,50586,50865,51207,51629,52141,52707,53283,53832
Urban population,SP.URB.TOTL,Chile,CHL,11053906,13205621,15015966,15171199,15330440,15504113,15698029,15918735,16159784,16400007,16610132,16770077
Urban population,SP.URB.TOTL,China,CHN,300165618,452999147,679390629,700996454,722694421,744357517,765822300,787376534,809246214,829760595,848982855,866705688
Urban population,SP.URB.TOTL,Colombia,COL,22999996,29309133,35769913,36262053,36759801,37299404,37904385,38592067,39346013,40115208,40827302,41431388
Urban population,SP.URB.TOTL,Comoros,COM,114708,152294,198124,203573,209277,215196,221336,227692,234270,241082,248154,255487
Urban population,SP.URB.TOTL,"Congo, Dem. Rep.",COD,10602701,16544510,27065208,28355104,29704529,31115108,32586913,34121209,35717778,37376674,39095679,40874034
Urban population,SP.URB.TOTL,"Congo, Rep.",COG,1280275,1835639,2800042,2894148,2987549,3083054,3182829,3287507,3396521,3509318,3625007,3742867
Urban population,SP.URB.TOTL,Costa Rica,CRI,1559812,2339858,3376037,3466591,3555161,3641667,3726120,3808499,3888685,3966558,4041885,4114567
Urban population,SP.URB.TOTL,Cote d'Ivoire,CIV,4691841,7101009,10041392,10379711,10732982,11100530,11483937,11883014,12298404,12729902,13176905,13639151
Urban population,SP.URB.TOTL,Croatia,HRV,2438225,2387324,2368126,2368751,2370674,2370234,2360534,2354458,2337248,2327904,2327032,2329285
Urban population,SP.URB.TOTL,Cuba,CUB,7774373,8380756,8617291,8643323,8668177,8690603,8708301,8720099,8728618,8734568,8739136,8743468
Urban population,SP.URB.TOTL,Curacao,CUW,123122,121481,135409,136353,137738,139450,141158,142535,142881,142040,140277,138059
Urban population,SP.URB.TOTL,Cyprus,CYP,511916,647548,758208,763443,767957,772396,777234,782634,788454,794546,800707,806771
Urban population,SP.URB.TOTL,Czech Republic,CZE,7772750,7587516,7681562,7693579,7705910,7723921,7748928,7773650,7805452,7844036,7888753,7923709
Urban population,SP.URB.TOTL,Denmark,DNK,4361727,4544013,4844002,4872608,4901386,4932961,4974525,5020143,5059173,5091100,5116342,5138400
Urban population,SP.URB.TOTL,Djibouti,DJI,448445,549176,657873,669663,682099,694826,707590,720326,733075,745822,758547,771254
Urban population,SP.URB.TOTL,Dominica,DMA,44421,45457,48496,48735,48990,49252,49523,49829,50151,50484,50830,51178
Urban population,SP.URB.TOTL,Dominican Republic,DOM,3939542,5231292,7342937,7527833,7711913,7895297,8077901,8259547,8439610,8615853,8787474,8953860
Urban population,SP.URB.TOTL,Ecuador,ECU,5636220,7646590,9580934,9746825,9915342,10091288,10278098,10477466,10687236,10903409,11116708,11320846
Urban population,SP.URB.TOTL,"Egypt, Arab Rep.",EGY,24406148,29457843,36347578,37114895,37919407,38737024,39551545,40359122,41185808,42030815,42895825,43781728
Urban population,SP.URB.TOTL,El Salvador,SLV,2596776,3468697,4119159,4191073,4263187,4335704,4408609,4481140,4553135,4624410,4694699,4763725
Urban population,SP.URB.TOTL,Equatorial Guinea,GNQ,145647,297586,666013,711522,748580,786523,825201,864455,904178,944327,984809,1025582
Urban population,SP.URB.TOTL,Eritrea,ERI,426998,609484,1149669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Urban population,SP.URB.TOTL,Estonia,EST,1117738,969061,902194,899089,897846,897427,899949,902145,905267,910578,916236,921477
Urban population,SP.URB.TOTL,Eswatini,SWZ,166146,228092,243351,246606,249963,253487,257241,261332,265736,270422,275334,280423
Urban population,SP.URB.TOTL,Ethiopia,ETH,6043927,9761537,15986316,16839220,17717911,18635948,19590312,20581864,21609825,22678264,23788710,24941349
Urban population,SP.URB.TOTL,Faroe Islands,FRO,14464,16983,19646,19723,19813,19906,20009,20125,20255,20400,20554,20718
Urban population,SP.URB.TOTL,Fiji,FJI,303167,388539,454892,460180,464880,469753,475368,481873,489114,496945,505049,513187
Urban population,SP.URB.TOTL,Finland,FIN,3957581,4253964,4543014,4593267,4629925,4651843,4669930,4686120,4699884,4709266,4717991,4729705
Urban population,SP.URB.TOTL,France,FRA,43127042,46214923,51373808,51791148,52228059,52647802,53009026,53323902,53654868,53979477,54275936,54570334
Urban population,SP.URB.TOTL,French Polynesia,PYF,115650,134894,163001,165322,166479,167465,168468,169507,170591,171696,172869,174090
Urban population,SP.URB.TOTL,Gabon,GAB,656508,968917,1450331,1515815,1583686,1651170,1716265,1778160,1837187,1893996,1949693,2005203
Urban population,SP.URB.TOTL,"Gambia, The",GMB,366108,630760,1042056,1087862,1135416,1184628,1235413,1287718,1341601,1397012,1453952,1512397
Urban population,SP.URB.TOTL,Georgia,GEO,2642925,2146120,2100564,2099468,2107360,2122558,2140097,2155877,2170854,2184950,2196346,2208084
Urban population,SP.URB.TOTL,Germany,DEU,58079842,61629857,61940177,62064608,62242278,62510392,63062064,63592936,63861626,64096118,64294010,64472284
Urban population,SP.URB.TOTL,Ghana,GHA,5383529,8469006,13047761,13537133,14034998,14543045,15062520,15593581,16135330,16687441,17249055,17820023
Urban population,SP.URB.TOTL,Gibraltar,GIB,29149,31081,33608,33653,33694,33726,33742,33738,33723,33715,33706,33691
Urban population,SP.URB.TOTL,Greece,GRC,7287341,7857551,8511794,8505100,8482139,8463623,8445266,8446960,8466513,8485202,8511650,8541900
Urban population,SP.URB.TOTL,Greenland,GRL,44312,45859,48217,48402,48322,48308,48298,48503,48630,48637,48945,49198
Urban population,SP.URB.TOTL,Grenada,GRD,32200,36711,38292,38542,38829,39136,39454,39774,40096,40425,40764,41111
Urban population,SP.URB.TOTL,Guam,GUM,118471,144651,150409,150834,151374,152070,153004,154177,155572,157117,158694,160239
Urban population,SP.URB.TOTL,Guatemala,GTM,3800324,5253870,7072123,7243152,7418337,7597137,7779195,7964335,8153103,8345772,8540945,8738685
Urban population,SP.URB.TOTL,Guinea,GIN,1780291,2543832,3539413,3648854,3762925,3884552,4017353,4162449,4319326,4486525,4661505,4842717
Urban population,SP.URB.TOTL,Guinea-Bissau,GNB,300674,435389,633138,656566,680896,705998,731764,758123,785097,812698,840920,869776
Urban population,SP.URB.TOTL,Guyana,GUY,219892,214263,198536,199422,200450,201637,202917,204272,205727,207263,208915,210688
Urban population,SP.URB.TOTL,Haiti,HTI,2006510,3013114,4897847,5071849,5248179,5426831,5607351,5788114,5968477,6148673,6328949,6509478
Urban population,SP.URB.TOTL,Honduras,HND,2004915,2988641,4455998,4597021,4738709,4882044,5027133,5174308,5323340,5474092,5626432,5780230
Urban population,SP.URB.TOTL,"Hong Kong SAR, China",HKG,5676947,6665000,7071600,7150100,7178900,7229500,7291300,7336600,7391700,7451000,7507400,7481800
Urban population,SP.URB.TOTL,Hungary,HUN,6830026,6593735,6916190,6912310,6920508,6928924,6939335,6946267,6955524,6974963,7000436,7014174
Urban population,SP.URB.TOTL,Iceland,ISL,231255,259836,298556,300190,303150,306653,309974,314424,322016,330898,338406,344066
Urban population,SP.URB.TOTL,India,IND,223096279,292322757,391040056,400416922,409907903,419567353,429428650,439501314,449795398,460304169,471031529,481980332
Urban population,SP.URB.TOTL,Indonesia,IDN,55483474,88840036,124016434,127396101,130825451,134286663,137751866,141211677,144655573,148088731,151509724,154926514
Urban population,SP.URB.TOTL,"Iran, Islamic Rep.",IRN,31751087,42026536,53140091,54203642,55292635,56418320,57580314,58781877,60016532,61266717,62509613,63728813
Urban population,SP.URB.TOTL,Iraq,IRQ,12142167,16094909,21282804,22141873,23075657,24005087,24872486,25661856,26391349,27085314,27783373,28514939
Urban population,SP.URB.TOTL,Ireland,IRL,2000470,2250951,2827835,2849043,2873286,2903635,2940510,2983355,3026107,3074684,3128618,3179292
Urban population,SP.URB.TOTL,Isle of Man,IMN,36373,39874,44152,43997,43753,43549,43485,43600,43860,44212,44608,44980
Urban population,SP.URB.TOTL,Israel,ISR,4210729,5735757,7136149,7274496,7417238,7566988,7724692,7884198,8045513,8209306,8375041,8533651
Urban population,SP.URB.TOTL,Italy,ITA,37846480,38277624,40641670,40894259,41548775,42109853,42247229,42351339,42462869,42559879,42249963,42306582
Urban population,SP.URB.TOTL,Jamaica,JAM,1196496,1375505,1524025,1538501,1553709,1569365,1585235,1601281,1617507,1633950,1650593,1667459
Urban population,SP.URB.TOTL,Japan,JPN,95496650,99760751,116416235,116331281,116262976,116208079,116182717,116145370,116053379,115920900,115782416,115494817
Urban population,SP.URB.TOTL,Jordan,JOR,2613475,4009377,6679867,7134134,7592552,8026940,8363638,8647202,8880356,9066350,9213051,9327507
Urban population,SP.URB.TOTL,Kazakhstan,KAZ,9198366,8349417,9421048,9566957,9718100,9874723,10032906,10189588,10342139,10495801,10652767,10815873
